Stock,Date,MS Fair Value,MS,Tips Target,Tips Stars,Stars,Current Price,Fair Value,Valid Fair Value,Low Price,High Price,"3 Mths
Target","3 Mths
Target %",Intrinsic Value Basic,Intrinsic Value Basic %,Intrinsic Value Adjusted,Intrinsic Value Adjusted %,🙈 Symbol,"🙈 Google
Symbol",🙈 Score,🙈 AnalystTargetPrice
NASDAQ:EXE,22 Jan 2026,$97.25,3,$133.00,9,,$103.89,-6.39%,,,,$103.70,-0.18%,$83.95,-19.20%,$200.71,93.20%,EXE,NASDAQ:EXE,-0.423,$133.12
NASDAQ:EXFY,9 Feb 2026,$2.87,3,$5.00,2,,$0.90,218.89%,,,,$0.83,-7.78%,$1.95,116.64%,$3.01,234.50%,EXFY,NASDAQ:EXFY,-0.091,$1.50
NYSE:EXK,12 Aug 2025,$5.26,3,,,,$9.55,-44.91%,,,,$8.91,-6.70%,$6.94,-27.32%,$9.72,1.74%,EXK,NYSE:EXK,-0.138,$16.17
NASDAQ:EXLS,24 Feb 2026,$44.69,5,$53.00,3,,$30.94,44.44%,,,,$31.89,3.07%,$71.29,130.40%,$80.97,161.72%,EXLS,NASDAQ:EXLS,0.087,$41.71
NYSE:EXP,23 Aug 2025,$240.86,4,$230.75,1,,$187.96,22.77%,,,,$183.63,-2.30%,$212.91,13.28%,$268.71,42.96%,EXP,NYSE:EXP,-0.460,$223.80
NASDAQ:EXPE,4 Mar 2026,$219.55,3,$275.04,6,,$225.30,-2.55%,,,,$238.95,6.06%,$211.51,-6.12%,$342.84,52.17%,EXPE,NASDAQ:EXPE,0.615,$283.00
NYSE:EXR,12 Oct 2025,$164.54,3,$156.20,5,,$133.86,16.69%,,,,$130.52,-2.50%,$173.70,29.76%,$226.35,69.10%,EXR,NYSE:EXR,-0.620,$152.85
NYSE:F,15 Dec 2025,$13.76,1,,1,,$11.60,18.62%,,,,$11.53,-0.60%,-$24.47,-310.92%,$130.31,1023.35%,F,NYSE:F,-0.011,$14.09
NASDAQ:FANG,20 Sep 2025,$163.23,3,$183.50,2,,$193.88,-15.81%,,,,$193.95,0.04%,$235.87,21.66%,$412.76,112.90%,FANG,NASDAQ:FANG,-0.309,$210.94
NASDAQ:FAST,14 Jun 2024,$55.48,2,,,,$46.30,19.83%,,,,$46.31,0.02%,$64.12,38.49%,$66.85,44.37%,FAST,NASDAQ:FAST,-0.184,$45.24
NYSE:FBIN,7 Jun 2024,$74.94,4,,,,$37.24,101.24%,,,,$38.91,4.48%,$62.98,69.12%,$72.66,95.12%,FBIN,NYSE:FBIN,0.065,$55.64
NASDAQ:FBIZ,8 Oct 2025,$51.75,3,$58.00,7,,$55.19,-6.23%,,,,$54.20,-1.79%,-$251.76,-556.17%,-$243.78,-541.72%,FBIZ,NASDAQ:FBIZ,-0.011,$66.60
NASDAQ:FBNC,7 Oct 2025,$47.21,3,,,,$55.87,-15.50%,,,,$57.44,2.81%,-$157.11,-381.21%,-$153.44,-374.63%,FBNC,NASDAQ:FBNC,0.295,$66.25
NYSE:FBP,19 Nov 2025,$18.94,3,,,,$21.74,-12.88%,,,,$21.39,-1.61%,-$42.83,-297.02%,-$40.98,-288.51%,FBP,NYSE:FBP,-0.157,$24.79
NYSE:FC,15 Oct 2025,$24.97,3,$32.00,4,,$23.32,7.08%,,,,$17.84,-23.50%,$0.00,-100.00%,$0.00,-100.00%,FC,NYSE:FC,-0.112,$28.33
NASDAQ:FCBC,21 Oct 2025,$36.41,3,,5,,$41.96,-13.23%,,,,$42.73,1.84%,-$34.89,-183.15%,-$31.69,-175.53%,FCBC,NASDAQ:FCBC,0.016,$40.00
NASDAQ:FCCO,2 Oct 2025,$26.67,3,$30.00,7,,$29.51,-9.64%,,,,$30.36,2.88%,-$148.42,-602.94%,-$148.98,-604.83%,FCCO,NASDAQ:FCCO,0.271,$35.33
NYSE:FCF,18 Nov 2025,$17.15,3,$19.00,3,,$17.88,-4.08%,,,,$18.24,2.01%,-$62.32,-448.55%,-$61.17,-442.13%,FCF,NYSE:FCF,0.161,$20.33
NYSE:FCN,13 Nov 2025,$198.73,3,$165.00,9,,$183.33,-10.00%,,,,$177.55,-3.15%,$804.24,338.69%,$832.34,354.01%,FCN,NYSE:FCN,-0.583,$173.50
NYSE:FCPT,4 Sep 2025,$29.64,4,$29.40,6,,$23.75,23.79%,,,,$23.33,-1.77%,$39.33,65.60%,$48.69,104.99%,FCPT,NYSE:FCPT,-0.631,$28.00
NYSE:FDP,13 Nov 2025,$39.53,3,,4,,$41.25,-4.17%,,,,$40.10,-2.79%,$62.83,52.31%,$34.08,-17.38%,FDP,NYSE:FDP,-0.114,$52.00
NYSE:FE,19 Sep 2025,$47.44,4,$46.00,7,,$51.31,-10.35%,,,,$51.02,-0.57%,-$11.01,-121.46%,$9.26,-81.95%,FE,NYSE:FE,-0.361,$52.46
NASDAQ:FELE,6 Nov 2025,$93.75,3,,,,$93.19,0.60%,,,,$97.06,4.15%,$155.08,66.41%,$169.71,82.11%,FELE,NASDAQ:FELE,0.437,$111.75
NYSE:FERG,8 Jul 2024,$169.94,2,,,,$235.07,-27.71%,,,,$232.17,-1.23%,$0.00,-100.00%,$0.00,-100.00%,FERG,NYSE:FERG,-0.520,$277.41
NYSE:FF,15 May 2025,$5.93,5,,7,,$4.18,41.87%,,,,$4.40,5.26%,$29.16,597.55%,$27.03,546.72%,FF,NYSE:FF,0.028,$14.00
NASDAQ:FFAI,15 Dec 2025,$1.88,3,,,,$0.24,682.88%,,,,$0.23,-4.17%,-$2.83,-1280.97%,-$1.16,-583.73%,FFAI,NASDAQ:FFAI,-0.043,$5.00
NASDAQ:FFBC,20 Mar 2026,$29.92,3,$31.67,5,3.25,$28.08,6.55%,6.55%,$29.92,$32.14,$28.86,2.78%,-$72.36,-357.70%,-$61.24,-318.10%,FFBC,NASDAQ:FFBC,0.345,$32.14
NASDAQ:FFIC,27 Oct 2025,$16.10,4,$15.00,5,,$15.58,-3.72%,,,,$15.36,-1.41%,-$207.95,-1434.75%,-$206.28,-1423.99%,FFIC,NASDAQ:FFIC,-0.018,$16.80
NASDAQ:FFIN,19 Nov 2025,$32.29,3,$37.50,5,,$29.98,7.71%,,,,$29.75,-0.77%,-$31.06,-203.60%,-$29.87,-199.64%,FFIN,NASDAQ:FFIN,-0.085,$35.80
NYSE:FFWM,18 Nov 2025,$6.01,3,$6.38,5,,$5.90,1.86%,,,,,-100.00%,-$2.00,-133.90%,-$2.00,-133.90%,FFWM,NYSE:FFWM,-2.000,
NASDAQ:FHB,5 Apr 2026,$27.71,3,$26.17,1,3,$25.05,4.47%,4.47%,$26.17,$27.71,$26.00,3.79%,-$111.57,-545.39%,-$108.53,-533.25%,FHB,NASDAQ:FHB,0.551,$27.17
NYSE:FHN,18 Aug 2025,$17.99,2,$24.12,6,,$23.18,-22.40%,,,,$22.31,-3.75%,-$59.66,-357.36%,-$57.06,-346.17%,FHN,NYSE:FHN,-0.511,$27.25
NASDAQ:FIBK,19 Nov 2025,$33.58,3,$35.00,4,,$33.48,0.30%,,,,$34.50,3.05%,-$148.68,-544.08%,-$138.76,-514.46%,FIBK,NASDAQ:FIBK,0.282,$37.88
NYSE:FIG,29 Jan 2026,$46.89,3,$51.00,5,,$21.27,120.43%,,,,$19.75,-7.15%,$0.00,-100.00%,$0.00,-100.00%,FIG,NYSE:FIG,-0.386,$40.25
NYSE:FINV,24 Oct 2025,$5.94,3,,6,,$4.94,20.24%,,,,$4.67,-5.47%,$0.00,-100.00%,$0.00,-100.00%,FINV,NYSE:FINV,-0.678,$7.63
NYSE:FIS,11 Feb 2026,$71.87,3,,,,$46.29,55.26%,,,,$45.15,-2.46%,$103.46,123.50%,$162.92,251.95%,FIS,NYSE:FIS,0.000,$66.52
NASDAQ:FISI,20 Oct 2025,$28.36,3,$30.00,5,,$32.22,-11.98%,,,,$31.92,-0.93%,-$190.20,-690.31%,-$182.65,-666.89%,FISI,NASDAQ:FISI,-0.112,$37.00
NASDAQ:FITB,30 Mar 2026,$47.03,3,$57.17,8,3.5,$47.11,-0.17%,-0.17%,$47.03,$57.17,$48.67,3.31%,-$123.22,-361.56%,-$116.35,-346.97%,FITB,NASDAQ:FITB,0.464,$56.10
NYSE:FIX,23 Aug 2025,$534.79,1,$736.60,8,,"$1,417.19",-62.26%,,,,"$1,364.03",-3.75%,"$2,072.96",46.27%,"$2,145.56",51.40%,FIX,NYSE:FIX,-0.535,"$1,696.20"
NASDAQ:FIZZ,17 Mar 2026,$41.05,3,$35.00,2,2.5,$33.75,3.70%,3.70%,$35.00,$41.05,$33.79,0.12%,$68.13,101.87%,$72.26,114.11%,FIZZ,NASDAQ:FIZZ,-0.041,$35.00
NASDAQ:FLEX,5 Feb 2026,$63.22,2,$73.75,6,,$68.59,-7.83%,,,,$66.12,-3.60%,$66.79,-2.62%,$83.38,21.57%,FLEX,NASDAQ:FLEX,-0.213,$75.44
NYSE:FLG,21 Oct 2025,$10.62,3,$13.90,6,,$13.48,-21.22%,,,,$13.16,-2.37%,-$75.47,-659.85%,-$70.29,-621.41%,FLG,NYSE:FLG,-0.333,$14.94
NYSE:FLR,20 Aug 2025,$51.95,5,,5,,$47.14,10.21%,,,,$45.61,-3.25%,$99.50,111.07%,$106.21,125.30%,FLR,NYSE:FLR,-0.631,$53.50
NYSE:FLS,23 Aug 2024,$48.32,3,,,,$75.24,-35.77%,,,,$77.89,3.52%,$121.21,61.10%,$88.23,17.27%,FLS,NYSE:FLS,0.116,$94.80
NYSE:FLUT,18 Sep 2025,$272.62,3,,,,$106.38,156.27%,,,,$99.03,-6.91%,$123.18,15.79%,$249.63,134.66%,FLUT,NYSE:FLUT,-0.527,$199.44
NASDAQ:FMBH,2 Oct 2025,$45.16,3,,,,$41.65,8.44%,,,,$41.36,-0.70%,-$118.91,-385.50%,-$106.08,-354.68%,FMBH,NASDAQ:FMBH,-0.038,$47.57
NASDAQ:FMNB,18 Mar 2026,$14.01,3,$14.50,6,3.25,$13.41,4.49%,4.49%,$14.01,$14.67,$13.87,3.43%,-$59.16,-541.18%,-$57.98,-532.38%,FMNB,NASDAQ:FMNB,0.387,$14.67
NYSE:FMS,16 Mar 2026,$34.95,5,$26.00,2,4,$22.41,16.02%,16.02%,$26.00,$34.95,$23.11,3.12%,$70.90,216.37%,$125.69,460.87%,FMS,NYSE:FMS,0.447,$27.22
NYSE:FMX,19 Mar 2026,$123.52,3,$128.33,8,3,$114.74,7.65%,7.65%,$117.12,$128.33,$117.18,2.13%,$129.63,12.98%,$167.44,45.93%,FMX,NYSE:FMX,0.165,$117.12
NYSE:FN,11 Dec 2025,$411.82,2,$533.80,8,,$557.97,-26.19%,,,,$506.78,-9.17%,$660.00,18.29%,$573.15,2.72%,FN,NYSE:FN,-0.181,$582.22
NYSE:FNB,30 Mar 2026,$17.16,3,$19.63,9,3.25,$16.86,1.78%,1.78%,$17.16,$20.06,$17.28,2.49%,-$78.27,-564.23%,-$74.04,-539.16%,FNB,NYSE:FNB,0.228,$20.06
NYSE:FNF,10 Apr 2025,$64.78,4,$70.33,4,,$45.69,41.77%,,,,$45.18,-1.12%,-$49.51,-208.37%,-$29.11,-163.71%,FNF,NYSE:FNF,-0.476,$67.20
NASDAQ:FOSL,29 Aug 2025,$4.98,5,$5.00,7,,$4.65,7.11%,,,,$4.77,2.58%,$8.99,93.39%,$16.81,261.55%,FOSL,NASDAQ:FOSL,0.018,$7.00
NASDAQ:FRHC,27 Aug 2025,$170.00,3,,,,$151.64,12.11%,,,,$144.73,-4.56%,$340.78,124.73%,$345.58,127.90%,FRHC,NASDAQ:FRHC,-0.527,$76.00
NYSE:FRO,28 Oct 2025,$29.41,5,$21.74,6,,$36.60,-40.60%,,,,$34.25,-6.42%,$58.23,59.09%,$72.05,96.85%,FRO,NYSE:FRO,-0.535,$41.25
NASDAQ:FRSH,27 Jan 2026,$14.36,3,$18.75,5,,$8.32,72.58%,,,,$8.48,1.92%,$20.68,148.57%,$22.02,164.71%,FRSH,NASDAQ:FRSH,0.030,$12.38
NYSE:FRT,23 Dec 2025,$100.99,1,,,,$106.79,-5.43%,,,,$104.54,-2.11%,$73.90,-30.79%,$127.45,19.35%,FRT,NYSE:FRT,-0.659,$115.58
NASDAQ:FSBC,30 Mar 2026,$36.87,3,$43.00,8,3.25,$38.31,-3.76%,-3.76%,$36.87,$43.00,$39.44,2.95%,-$78.93,-306.02%,-$72.25,-288.59%,FSBC,NASDAQ:FSBC,0.381,$42.80
NASDAQ:FSLR,11 Feb 2026,$209.76,2,,,,$195.32,7.39%,,,,$196.58,0.65%,$614.14,214.43%,$680.47,248.39%,FSLR,NASDAQ:FSLR,-0.165,$250.57
NYSE:FSLY,19 Jan 2026,$10.88,4,$11.30,4,,$33.50,-67.53%,,,,,-100.00%,-$2.00,-105.97%,-$2.00,-105.97%,FSLY,NASDAQ:FSLY,-2.000,
NYSE:FSM,14 Aug 2025,$6.09,3,$7.46,7,,$10.27,-40.69%,,,,$9.52,-7.30%,$28.23,174.84%,$36.61,256.46%,FSM,NYSE:FSM,-0.470,$14.00
NASDAQ:FSTR,4 Oct 2024,$28.19,4,,,,$27.99,0.72%,,,,$28.00,0.04%,$78.47,180.35%,$104.64,273.84%,FSTR,NASDAQ:FSTR,-0.073,$32.50
NASDAQ:FTAI,19 Aug 2025,$88.62,1,,,,$242.69,-63.49%,,,,$236.98,-2.35%,$175.83,-27.55%,$181.72,-25.12%,FTAI,NASDAQ:FTAI,-0.262,$338.90
NASDAQ:FTDR,2 May 2025,$54.22,5,$40.00,7,,$54.58,-26.71%,,,,$52.36,-4.07%,$126.33,131.46%,$148.09,171.33%,FTDR,NASDAQ:FTDR,-0.479,$73.40
NASDAQ:FTEL,15 Dec 2025,$1.46,3,,,,#N/A,#N/A,,,,,#N/A,-$2.00,#N/A,-$2.00,#N/A,FTEL,NASDAQ:FTEL,-2.000,
NYSE:FTI,21 Jul 2025,$33.54,3,$37.80,10,,$71.02,-52.77%,,,,$72.21,1.68%,$100.67,41.74%,$114.65,61.44%,FTI,NYSE:FTI,0.045,$64.33
NYSE:FTK,18 Feb 2026,$14.88,3,$21.33,10,,$16.02,-7.12%,,,,$16.71,4.31%,$20.14,25.73%,$23.70,47.94%,FTK,NYSE:FTK,0.036,$21.25
NASDAQ:FTNT,4 Feb 2026,$100.54,5,$84.05,3,,$82.53,1.84%,,,,$81.06,-1.78%,$127.11,54.01%,$138.17,67.42%,FTNT,NASDAQ:FTNT,-0.067,$89.12
NASDAQ:FTRE,27 Jun 2025,$13.66,3,$5.97,1,,$9.45,-36.83%,,,,$10.11,6.98%,$48.35,411.59%,$59.66,531.32%,FTRE,NASDAQ:FTRE,0.425,$14.21
NYSE:FTV,5 Feb 2026,$54.58,4,$55.50,8,,$56.08,-2.68%,,,,$54.70,-2.46%,$83.05,48.10%,$93.82,67.30%,FTV,NYSE:FTV,-0.494,$62.67
NYSE:FUBO,4 Apr 2025,$4.27,3,$4.85,8,,$9.77,-56.35%,,,,$8.65,-11.46%,$93.94,861.48%,$30.50,212.19%,FUBO,NYSE:FUBO,-0.586,$27.17
NASDAQ:FUFU,19 Aug 2025,$4.77,4,$6.00,5,,$1.71,179.12%,,,,,-100.00%,-$2.00,-216.96%,-$2.00,-216.96%,FUFU,NASDAQ:FUFU,-2.000,
NYSE:FUL,17 Mar 2026,$66.13,4,$74.50,6,3.5,$60.51,9.29%,9.29%,$66.13,$74.50,$63.30,4.61%,$50.37,-16.76%,$85.64,41.52%,FUL,NYSE:FUL,0.259,$70.43
NASDAQ:FULT,18 Mar 2026,$21.38,4,$23.00,5,3.5,$20.53,4.14%,4.14%,$21.38,$23.00,$21.07,2.63%,-$99.65,-585.40%,-$91.53,-545.86%,FULT,NASDAQ:FULT,0.291,$22.92
NASDAQ:FUNC,23 Dec 2025,$39.14,3,$42.00,6,,$37.02,5.73%,,,,,-100.00%,-$2.00,-105.40%,-$2.00,-105.40%,FUNC,NASDAQ:FUNC,-2.000,
NASDAQ:FUTU,27 Aug 2025,$135.45,1,,,,$140.16,-3.36%,,,,$135.77,-3.13%,$0.00,-100.00%,$0.00,-100.00%,FUTU,NASDAQ:FUTU,-0.569,$229.39
NYSE:G,1 Apr 2026,$45.56,3,$46.17,7,3.25,$37.74,20.73%,20.73%,$45.56,$48.64,$39.26,4.03%,$126.77,235.89%,$153.36,306.35%,G,NYSE:G,0.239,$48.64
NASDAQ:GABC,19 Nov 2025,$41.20,3,$44.00,4,,$42.63,-3.35%,,,,$43.68,2.46%,-$74.49,-274.74%,-$65.67,-254.04%,GABC,NASDAQ:GABC,0.274,$48.60
NASDAQ:GAIN,10 Jun 2024,$15.26,3,,,,$14.38,6.11%,,,,$14.16,-1.53%,$26.07,81.31%,$36.60,154.55%,GAIN,NASDAQ:GAIN,-0.422,$14.83
NASDAQ:GAMB,28 Oct 2025,$12.14,5,$13.00,5,,$3.81,218.69%,,,,$3.65,-4.20%,$10.82,183.98%,$12.33,223.67%,GAMB,NASDAQ:GAMB,-0.311,$7.07
NASDAQ:GAME,12 Oct 2025,$0.98,3,$1.75,5,,$0.25,292.32%,,,,,-100.00%,-$2.00,-900.00%,-$2.00,-900.00%,GAME,NASDAQ:GAME,-2.000,
NASDAQ:GANX,23 Dec 2025,$5.20,3,$7.60,8,,$1.85,180.81%,,,,$1.85,0.00%,$1.11,-40.10%,$1.11,-39.81%,GANX,NASDAQ:GANX,-0.186,$7.60
NYSE:GAP,31 Mar 2026,$29.37,5,$32.00,8,4.25,$24.61,19.34%,19.34%,$29.37,$32.00,$25.72,4.51%,$96.88,293.67%,$130.54,430.43%,GAP,NYSE:GAP,0.431,$30.65
NASDAQ:GASS,5 Mar 2026,$9.44,3,,,,$9.54,-1.05%,,,,$9.31,-2.41%,$40.88,328.47%,$51.35,438.27%,GASS,NASDAQ:GASS,-0.023,$14.00
NYSE:GBCI,21 Oct 2025,$45.69,3,$52.20,7,,$45.50,0.42%,,,,$44.88,-1.36%,-$134.39,-395.37%,-$128.68,-382.82%,GBCI,NYSE:GBCI,-0.036,$55.33
NYSE:GBX,6 Feb 2026,$68.91,3,$49.00,3,,$52.74,-7.09%,,,,$52.10,-1.21%,$16.46,-68.78%,$89.27,69.27%,GBX,NYSE:GBX,-0.422,$49.67
NASDAQ:GCT,11 Feb 2026,$42.86,3,$33.00,7,,$44.78,-26.31%,,,,$47.19,5.38%,$172.37,284.92%,$177.07,295.43%,GCT,NASDAQ:GCT,0.028,$53.75
NYSE:GCTS,2 Feb 2026,$1.46,3,$3.50,7,,$1.20,21.67%,,,,$1.23,2.50%,-$1.01,-183.80%,-$0.95,-179.28%,GCTS,NYSE:GCTS,0.009,$3.47
NYSE:GDDY,11 Feb 2026,$143.01,3,$171.11,7,,$81.67,75.11%,,,,$79.33,-2.87%,$218.88,168.01%,$233.70,186.15%,GDDY,NYSE:GDDY,-0.606,$117.67
NASDAQ:GDS,16 Feb 2026,$38.86,1,$51.45,10,,$39.91,-2.62%,,,,$40.07,0.40%,-$141.66,-454.96%,$136.58,242.21%,GDS,NASDAQ:GDS,-0.088,$55.30
NASDAQ:GDYN,27 Jan 2026,$17.06,3,$12.25,1,,$5.77,112.31%,,,,$5.95,3.12%,$12.81,121.97%,$16.62,188.06%,GDYN,NASDAQ:GDYN,0.299,$10.60
NYSE:GEF,5 Sep 2025,$73.44,5,$80.00,2,,$66.96,9.68%,,,,$65.92,-1.55%,$0.00,-100.00%,$0.00,-100.00%,GEF,NYSE:GEF,-0.321,$79.00
NYSE:GES,15 Aug 2025,$28.70,3,$13.00,5,,#N/A,#N/A,,,,$0.00,#N/A,$48.35,#N/A,$59.41,#N/A,GES,NYSE:GES,-1.000,$16.75
NASDAQ:GFS,9 Feb 2026,$46.85,4,$39.80,4,,$43.75,-9.03%,,,,$45.27,3.47%,$50.51,15.44%,$74.45,70.17%,GFS,NASDAQ:GFS,0.060,$51.30
NASDAQ:GGAL,11 Sep 2025,$34.39,3,$38.00,5,,$46.20,-25.56%,,,,$43.76,-5.28%,$331.65,617.87%,$347.83,652.87%,GGAL,NASDAQ:GGAL,-0.642,$68.10
NYSE:GGB,4 Jan 2026,$3.55,3,$4.60,9,,$3.78,-5.99%,,,,$3.88,2.65%,$9.23,144.12%,$15.04,297.98%,GGB,NYSE:GGB,0.310,$4.75
NYSE:GGG,6 Nov 2025,$84.33,3,$93.50,1,,$84.62,-0.34%,,,,$87.49,3.39%,$151.04,78.49%,$162.39,91.91%,GGG,NYSE:GGG,0.069,$94.88
NYSE:GHC,15 Oct 2025,$995.96,4,,4,,"$1,060.93",-6.12%,,,,"$1,055.61",-0.50%,"$1,677.01",58.07%,"$1,377.24",29.81%,GHC,NYSE:GHC,-0.179,$995.00
NYSE:GHM,28 Oct 2025,$48.90,2,,,,$81.25,-39.82%,,,,$79.17,-2.56%,$80.62,-0.78%,$89.82,10.55%,GHM,NYSE:GHM,-0.115,$90.60
NYSE:GIB,19 Jan 2026,$107.59,5,$129.19,3,,$73.98,45.43%,,,,$72.17,-2.45%,$257.12,247.56%,$296.34,300.57%,GIB,NYSE:GIB,-0.031,$87.71
NYSE:GIS,27 Mar 2026,$54.42,5,$40.93,2,3.5,$37.42,9.38%,9.38%,$40.89,$54.42,$38.15,1.95%,$22.87,-38.89%,$33.37,-10.82%,GIS,NYSE:GIS,0.037,$40.89
NYSE:GKOS,11 Dec 2025,$119.46,3,$118.10,3,,$112.77,4.73%,,,,$109.51,-2.89%,$111.71,-0.94%,$122.70,8.80%,GKOS,NYSE:GKOS,-0.252,$138.75
NASDAQ:GLDD,4 Nov 2025,$12.92,3,$14.00,7,,#N/A,#N/A,,,,$17.17,#N/A,$36.57,#N/A,$45.75,#N/A,GLDD,NASDAQ:GLDD,-0.165,$17.00
NYSE:GLOB,16 Feb 2026,$98.42,3,$77.38,6,,$47.85,61.71%,,,,$46.52,-2.78%,$128.14,167.79%,$135.52,183.22%,GLOB,NYSE:GLOB,-0.106,$72.45
NASDAQ:GLRE,13 Nov 2025,$15.68,4,,1,,$17.85,-12.16%,,,,$17.67,-1.01%,$178.49,899.96%,$178.41,899.52%,GLRE,NASDAQ:GLRE,-0.054,$1.00
NYSE:GLW,26 Jan 2026,$93.28,1,,,,$147.92,-36.94%,,,,$136.38,-7.80%,$174.12,17.71%,$202.70,37.03%,GLW,NYSE:GLW,-0.455,$130.36
NYSE:GM,15 Dec 2025,$80.89,1,,1,,$72.54,11.51%,,,,$74.84,3.17%,$46.77,-35.52%,$233.22,221.50%,GM,NYSE:GM,0.019,$94.88
NYSE:GME,23 Aug 2024,$28.89,3,,,,$23.36,23.67%,,,,$22.45,-3.90%,$45.02,92.70%,$45.68,95.57%,GME,NYSE:GME,-0.592,$13.50
NYSE:GMED,11 Dec 2025,$101.94,3,$94.50,9,,$87.92,7.48%,,,,$85.62,-2.62%,$178.74,103.29%,$214.13,143.55%,GMED,NYSE:GMED,-0.243,$110.08
NYSE:GMRE,23 Dec 2025,$53.07,3,$40.70,9,,#N/A,#N/A,,,,,#N/A,-$2.00,#N/A,-$2.00,#N/A,GMRE,NYSE:GMRE,-2.000,
NASDAQ:GNLN,15 Jul 2025,$4.44,3,,,,$0.35,1167.14%,,,,,-100.00%,-$2.00,-671.43%,-$2.00,-671.43%,GNLN,NASDAQ:GNLN,-2.000,
NYSE:GNRC,11 Nov 2025,$159.25,3,$205.69,9,,$194.09,-17.95%,,,,$192.59,-0.77%,$234.82,20.98%,$268.81,38.50%,GNRC,NYSE:GNRC,-0.189,$245.41
NYSEAMERICAN:GNS,18 Aug 2025,$0.99,,$1.00,3,,$0.35,182.86%,,,,,-100.00%,-$2.00,-671.43%,-$2.00,-671.43%,GNS,NYSEAMERICAN:GNS,-2.000,
NYSE:GNTY,2 Oct 2025,$48.75,1,,,,#N/A,#N/A,,,,,#N/A,-$2.00,#N/A,-$2.00,#N/A,GNTY,NYSE:GNTY,-2.000,
NASDAQ:GOOD,31 Aug 2025,$17.01,5,$15.00,5,,$11.70,28.21%,,,,$12.09,3.33%,$12.91,10.31%,$8.45,-27.77%,GOOD,NASDAQ:GOOD,0.481,$13.38
NASDAQ:GOOG,27 Feb 2026,$301.88,3,,,,$294.46,2.52%,,,,$302.85,2.85%,$571.83,94.20%,$645.88,119.34%,GOOG,NASDAQ:GOOG,0.275,$359.53
NASDAQ:GOOGL,2 Apr 2026,$296.55,3,$378.24,8,3.5,$295.77,0.26%,0.26%,$296.55,$378.24,$305.64,3.34%,$554.84,87.59%,$624.01,110.98%,GOOGL,NASDAQ:GOOGL,0.332,$376.29
NYSEAMERICAN:GORO,20 Aug 2025,$0.83,,$1.25,5,,$1.25,-33.60%,,,,$1.19,-4.80%,$2.27,81.48%,$2.00,60.02%,GORO,NYSEAMERICAN:GORO,-0.161,$1.50
NYSE:GOTU,3 Sep 2025,$6.27,3,,4,,$1.93,224.82%,,,,$1.90,-1.55%,$0.00,-100.00%,$0.00,-100.00%,GOTU,NYSE:GOTU,-0.450,$3.48
NYSE:GPC,14 Sep 2023,$168.90,4,,,,$103.47,63.23%,,,,$102.89,-0.56%,$58.45,-43.51%,$103.55,0.08%,GPC,NYSE:GPC,-0.469,$138.50
NYSE:GPOR,22 Jan 2026,$170.96,3,$231.50,7,,$207.00,-17.41%,,,,$203.99,-1.45%,$239.01,15.46%,$409.88,98.01%,GPOR,NYSE:GPOR,-0.637,$242.00
NYSE:GPRK,22 Sep 2025,$10.05,3,$7.75,2,,$8.85,-12.43%,,,,$8.75,-1.13%,$32.54,267.63%,$38.83,338.74%,GPRK,NYSE:GPRK,-0.518,$11.58
NASDAQ:GPRO,27 Jan 2026,$1.35,3,$1.30,5,,$0.77,68.83%,,,,$0.78,1.30%,$2.03,163.23%,$2.73,254.08%,GPRO,NASDAQ:GPRO,0.017,$1.30
NASDAQ:GRAB,3 Sep 2025,$4.97,3,$6.03,6,,$3.62,37.29%,,,,$3.80,4.97%,$3.95,9.10%,$4.58,26.54%,GRAB,NASDAQ:GRAB,0.172,$6.38
NYSE:GRBK,27 Feb 2026,$85.87,4,,8,,$65.35,31.40%,,,,$67.31,3.00%,$136.44,108.79%,$137.76,110.81%,GRBK,NYSE:GRBK,0.040,$62.00
NYSE:GRMN,2 Feb 2026,$214.19,3,$240.50,6,,$237.65,-9.87%,,,,$234.03,-1.52%,$389.66,63.96%,$406.43,71.02%,GRMN,NYSE:GRMN,-0.318,$260.25
NYSE:GRND,27 Jan 2026,$13.86,3,$22.00,2,,$12.15,14.05%,,,,$11.82,-2.72%,$18.70,53.88%,$19.30,58.81%,GRND,NYSE:GRND,-0.386,$18.00
NYSE:GS,24 Feb 2026,$814.68,2,,,,$863.04,-5.60%,,,,$829.75,-3.86%,"-$1,145.30",-232.71%,-$952.40,-210.35%,GS,NYSE:GS,-0.501,$953.25
NASDAQ:GSBC,12 Oct 2025,$63.95,3,$63.00,6,,$64.08,-1.69%,,,,$63.71,-0.58%,-$326.62,-609.71%,-$318.48,-597.00%,GSBC,NASDAQ:GSBC,-0.026,$64.00
NASDAQ:GSIT,28 Jan 2026,$9.51,3,,7,,$5.44,74.77%,,,,$5.65,3.86%,$5.86,7.63%,$5.91,8.58%,GSIT,NASDAQ:GSIT,0.189,$8.00
NYSE:GSL,4 Mar 2026,$37.11,3,,5,,$38.41,-3.38%,,,,$39.04,1.64%,$206.16,436.74%,$271.49,606.82%,GSL,NYSE:GSL,0.024,$40.00
NASDAQ:GSM,15 Aug 2025,$7.64,3,$4.00,4,,$4.07,-1.72%,,,,$3.87,-4.91%,$16.64,308.84%,$5.18,27.32%,GSM,NASDAQ:GSM,-0.398,$6.00
